fhdi_drug_id,drug_name,synonyms,drug_type,summary,formula
d01021,maralixibat,lopixibat uniiuyb6uof69l maralixibat usan 716313530 uyb6uof69l chembl363392 maralixibat usan lopixibat cation chembl17879 1444r5r33dibutyl7dimethylamino4hydroxy11dioxido2345tetrahydrobenzobthiepin5ylphenoxymethylbenzyl14diazabicyclo222octan1ium lum001 cation lum001 cation schembl10013954 bdbm50140282 4aza1azoniabicyclo222octane 1444r5r33dibutyl7dimethylamino2345tetrahydro4hydroxy11dioxido1benzothiepin5ylphenoxymethylphenylmethyl d10951 q27291331 4r5r5441aza4azoniabicyclo222octan4ylmethylphenylmethoxyphenyl33dibutyl7dimethylamino11dioxo45dihydro2h1l6benzothiepin4ol 1444r5r33dibutyl7dimethylamino4hydroxy11dioxo2345tetrahydro1h1lambda6benzobthiepin5ylphenoxymethylbenzyl4aza1azoniabicyclo222octane chloride,small molecular drug,maralixibat is an ileal bile acid transporter inhibitor indicated to treat cholestatic pruritus in patients with alagille syndrome,c40h56n3o4s
d01022,moxidectin,moxidectin proheart 6 uniingu5h31yo9 cydectin ngu5h31yo9 moxidectine innfrench moxidectinum innlatin moxidectina innspanish c37h53no8 moxidectina moxidectine moxidectinum moxidectin usaninnban,not specified,moxidectin is a potent broadspectrum endectocide antiparasitic that is active against endo and ectoparasites with activity against nematodes insects and acari,c37h53no8
d01023,brivaracetam,rikelta ucb34714 brivaracetam usaninn,small molecular drug,brivaracetam is an anticonvulsant used for the treatment of partialonset seizures that functions by binding to synaptic vesicle glycoprotein 2a sv2a in the brain,c11h20n2o2
d01024,tapentadol,tapentadol 175591238 nucynta palexia uniih8a007m585 31r2r3dimethylamino1ethyl2methylpropylphenol 32r3r1dimethylamino2methylpentan3ylphenol phenol 31r2r3dimethylamino1ethyl2methylpropyl bn200 h8a007m585 cg5503 rrtapentadol tapentadol usaninn 32r3r1dimethylamino2methylpentan3ylphenol phenol 31r2r3dimethylamino1ethyl2methylpropyl cg5503 bn 200 cg 5503 tapentadol usaninn 31dimethylamino2methylpentan3ylphenol,small molecular drug,tapentadol is an opioid used to manage severe pain that has not responded to nonopioid medications and for which opioid analgesic therapy is appropriate,c14h24clno
d01025,tauroursodeoxycholic acid,tauroursodeoxycholate tudca,small molecular drug,tauroursodeoxycholic acid is the taurine conjugate of ursodeoxycholic acid with antiapoptotic and er stress response dampening effects used in some countries to treat gallstones it is also being investigated for a wide variety of other conditions,c26h45no6s
d01026,fesoterodine,toviaz tn,small molecular drug,fesoterodine is an antimuscarinic agent used in the treatment of overactive bladder with symptoms of urge urinary incontinence urgency and frequency,c30h41no7
d01027,avatrombopag,avatrombopag 570406983 akr501 unii3h8gsz4sql 3h8gsz4sql akr 501 avatrombopag usaninn doptelet as 1670542 avatrombopag usaninn gtpl9953 dtxsid30205667 zinc72190218 akos027323962 cs3397 hy13463 ft0728753 d10306 as1670542,small molecular drug,avatrombopag is a thrombopoietin receptor agonist used to treat thrombocytopenia in patients with chronic liver disease who are scheduled to undergo a procedure,c29h34cl2n6o3s2
d01028,lomitapide,lomitapida lomitapide lomitapidum,small molecular drug,lomitapide is a microsomal triglyceride transfer protein inhibitor used to lower cholesterol associated with homozygous familial hypercholesterolemia hofh reducing risk of cardiovascular events such as myocardial infarction and stroke,c39h37f6n3o2
d01029,cangrelor,cangrelor 163706067 kengreal unii6aq1y404u7 arc69931xx chembl334966 6aq1y404u7 kengrexal 5odichlorophosphonomethylhydroxyphosphoryloxyhydroxyphosphoryln2methylsulfanylethyl2333trifluoropropylsulfanyladenosine 5adenylicacidn2methylthioethyl2333trifluoropropylthioanhydridewithppdichloromethylenebisphosphonicacid11,small molecular drug,cangrelor is a p2y12 platelet receptor antagonist used during percutaneous coronary intervention to reduce the risk for periprocedural myocardial infarction mi repeat coronary revascularization and stent thrombosis st,c17h25cl2f3n5o12p3s2
d01030,cabazitaxel,jevtana taxoid xrp6258 jevtana tn,small molecular drug,cabazitaxel is an antineoplastic agent used in combination with corticosteroids to treat metastatic castrationresistant prostate cancer in patients previously treated with a docetaxelcontaining treatment regimen,c45h57no14
d01031,mirabegron,myrbetriq tn,small molecular drug,mirabegron is a beta3 adrenergic agonist used to treat overactive bladder and neurogenic detrusor overactivity,c21h24n4o2s
d01032,remimazolam,cns7054 cns7056 cns7056b cns7056x gw351564x gw418259x gw457837a gw502056x ono2745 shortacting sedatives therasci gaba a agonist anesthesia sedation cenesono sedatives short acting cenesono sedatives short acting paionono sedatives shortacting therasci shortacting sedatives therascigsk sedatives shortacting therascigsk,small molecular drug,remimazolam is an ultra shortacting benzodiazepine used for the induction and maintenence of procedural sedation during short procedures,c21h19brn4o2
d01033,avanafil,stendra tn,small molecular drug,avanafil is a phosphodiesterase5 pde5 inhibitor used to treat erectile dysfunction,c23h26cln7o3
d01034,cefditoren,cefditoren usaninn meiact tn spectracef tn 6r7r722amino4thiazolylglyoxylamido3z24methyl5thiazolylvinyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 7sup 2zomethyloxime 6r3z6alpha7betaz72amino4thiazolylmethoxyiminoacetylamino324methyl5thiazolylethenyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid,small molecular drug,cefditoren is a broadspectrum thirdgeneration cephalosporin antibiotic typically used to treat bacterial infections of the skin and respiratory tract,c19h18n6o5s3
d01035,ticagrelor,ticagrelor 274693275 brilique azd6140 azd6140 azd 6140 arc126532xx uniiglh0314rvc 14cticagrelor glh0314rvc chebi68558 1s2s3r5s371r2s234difluorophenylcyclopropylamino5propylthio3h123triazolo45dpyrimidin3yl52hydroxyethoxy12cyclopentanediol 1s2s3r5s371r2s234difluorophenylcyclopropylamino5propylthio3h123triazolo45dpyrimidin3yl52hydroxyethoxycyclopentane12diol  brilique arc126532 ticagrelor usaninn brilintabrilique,small molecular drug,ticagrelor is a p2y12 platelet inhibitor used in patients with a history of myocardial infarction or with acute coronary syndrome acs to prevent future myocardial infarction stroke and cardiovascular death,c23h28f2n6o4s
d01036,rivaroxaban,xarelto tn,small molecular drug,rivaroxaban is a factor xa inhibitor used to treat deep vein thrombosis dvt and pulmonary embolism pe may also be used as thrombosis prophylaxis in specific situations,c19h18cln3o5s
d01037,gabapentin enacarbil,1838262 asp8825 gabapentinxp gsk 1838262 horizant regnite solzira xp13512,small molecular drug,gabapentin enacarbil is a gabapentin prodrug used to treat restless legs syndrome rls and postherpetic neuralgia phn,c16h27no6
d01038,dapagliflozin,bms 512148 bms512148 bms512148 dapagliflozin dapagliflozin innusan 234ethoxybenzyl4chlorophenyl6hydroxymethyltetrahydro2hpyran345triol,small molecular drug,dapagliflozin is a sodiumglucose cotransporter 2 inhibitor used in the management of type 2 diabetes mellitus,c21h25clo6
d01039,tivozanib,asp4130av951,small molecular drug,tivozanib is a kinase inhibitor to treat adult patients with renal cell carcinoma rcc who have failed prior systemic therapies or experienced relapsed disease,c22h19cln4o5
d01040,selexipag,selexipag ns304 475086012 uptravi ns 304 act293987 unii5exc0e384l selexipagns304 act 293987 5exc0e384l 2456diphenylpyrazin2ylisopropylaminobutoxynmethylsulfonylacetamide 24n56diphenylpyrazin2ylnisopropylaminobutyloxynmethylsulfonylacetamide 2456diphenylpyrazin2ylpropan2ylaminobutoxynmethanesulfonylacetamide selexipag usaninn 2456diphenylpyrazin2ylpropan2ylaminobutoxynmethanesulfonylacetamide uptravi tn,small molecular drug,selexipag is a non prostanoid ip prostacyclin receptor agonist used to treat pulmonary arterial hypertension,c26h32n4o4s
d01041,perampanel,perampanel e 2007 perampanel usan 22oxo1phenyl5pyridin2ylpyridin3ylbenzonitrile 32cyanophenyl52pyridyl1phenyl12dihydropyridin2one,small molecular drug,perampanel is a noncompetitive ampa glutamate receptor antagonist used to treat partialonset seizures with or without secondarily generalized seizures and as adjunctive treatment of primary generalized tonicclonic seizures in patients with epilepsy,c23h15n3o
d01042,tofacitinib,tasocitinib 477600752 33r4r4methyl3methyl7hpyrrolo23dpyrimidin4ylaminopiperidin1yl3oxopropanenitrile cp690550 cp 690550 racemictofacitinib 1259404175 tofacitinibum cp690550 unii87la6fu830 33r4rrel4methyl3methyl7hpyrrolo23dpyrimidin4ylaminopiperidin1yl3oxopropanenitrile 33r4r4methyl3methyl7hpyrrolo23dpyrimidin4ylaminopiperidin1yl3oxopropanenitrile tofacitinib cp690550tasocitinib chembl221959 chebi71200  xeljanz tn,small molecular drug,tofacitinib is a janus kinase jak inhibitor used to treat rheumatic conditions such as rheumatoid arthritis and ankylosing spondylitis and ulcerative colitis,c16h20n6o
d01043,rucaparib,rucaparib 283173502 rubraca ag14447 unii8237f3u7eh 8237f3u7eh ak317822 8fluoro1345tetrahydro24methylaminomethylphenyl6hpyrrolo432ef2benzazepin6one 8fluoro24methylaminomethylphenyl45dihydro1hazepino543cdindol63hone 6hpyrrolo432ef2benzazepin6one8fluoro1345tetrahydro24methylaminomethylphenyl 8fluoro24methylaminomethylphenyl1345tetrahydroazepino543cdindol6one,small molecular drug,rucaparib is a poly adpribose polymerase parp inhibitor used to treat recurrent ovarian and prostate cancers in previously treated adults,c19h18fn3o
d01044,pitolisant,pitolisant 362665563 tiprolisant bf2649 unii4bc83l4piy 1334chlorophenylpropoxypropylpiperidine pitolisant bf2649 1334chlorophenylpropoxypropylpiperidine 4bc83l4piy piperidine 1334chlorophenylpropoxypropyl chembl462605 wakix 1334chlorophenylpropoxypropylpiperidinehydrochloride 1334chlorophenylpropoxypropylpiperidine tirolisant pitolisant inn tiprolisant usan wakix tn pitolisant usaninn schembl117648 gtpl8924 ctk1b6404 hbs101,small molecular drug,pitolisant is an antagonist and inverse agonist at the histamine h3 receptor that is used to treat narcolepsy in adults,c17h26clno
d01045,levocetirizine dihydrochloride,xyzal xyzall levocetirizine hcl levocetirizine dihydrochloride usan levocetirizine hydrochloride levocetirizine 2hcl ks1177 levocetirizine hydrochloride jan vozet tn xozal tn xusal tn xuzal tn xyzal tn xyzall tn acetic acid 24r4chlorophenylphenylmethyl1piperazinylethoxy dihydrochloride 24r4chlorophenylphenylmethylpiperazin1ylethoxyacetic acid dihydrochloride,small molecular drug,levocetirizine is an h1receptor antagonist used to treat symptoms associated with chronic allergic rhinitis and uncomplicated cases of chronic idiopathic urticaria,c21h27cl3n2o3
d01046,vortioxetine,vortioxetine 508233747 1224dimethylphenylthiophenylpiperazine lu aa21004 unii3o2k1s3wqv 3o2k1s3wqv chebi76016 trintellix 1224dimethylphenylsulfanylphenylpiperazine piperazine 1224dimethylphenylthiophenyl brintellix tn 1224dimethylphenylsulfanylphenylpiperazine 1224dimethylphenylsulfanylphenylpiperazine 1224dimethylphenylsulfanylphenylpiperazine chembl2204360 1224dimethylphenylthiophenylpiperazine luaa21004,small molecular drug,vortioxetine is a serotonin modulating antidepressant indicated for the treatment of major depressive disorder mdd,c18h22n2s
d01047,fidaxomicin,dificid tn,small molecular drug,fidaxomicin is a macrolide antibiotic used to treat diarrhea associated with clostridium difficile infection,c52h74cl2o18
d01048,pimavanserin,st51054136 ac5273 i141981 14fluorophenylmethyl11methyl4piperidyl342methylpropoxyphenylmethylurea,small molecular drug,pimavanserin is a second generation atypical antipsychotic used for the treatment of hallucinations and delusions caused by parkinsons disease,c25h34fn3o2
d01049,vorapaxar,vorapaxar 618385016 zontivity sch530348 sch530348 uniizce93644n2 chembl493982 chebi82702 zce93644n2 mk5348 ethyl 1r3ar4ar6r8ar9s9as9e253fluorophenylpyridin2ylvinyl1methyl3oxododecahydronaphtho23cfuran6ylcarbamate ethyl 1r3ar4ar6r8ar9s9as9e253fluorophenylpyridin2ylethenyl1methyl3oxododecahydronaphtho23cfuran6ylcarbamate vorapaxar usaninn carbamic acid 1r3ar4ar6r8ar9s9as91e253fluorophenyl2 pyridinyletheny,small molecular drug,vorapaxar is a platelet aggregation inhibitor used to reduce thrombotic cardiovascular events in patients with a history of myocardial infarction mi or peripheral arterial disease pad,c29h33fn2o4
d01050,linagliptin,ondero bi 1356 bi1356 ondero tn bi1356bs r83aminopiperidin1yl7but2ynyl3methyl14methylquinazolin2ylmethyl37dihydropurine26dione,small molecular drug,linagliptin is a dipeptidyl peptidase4 dpp4 inhibitor used to manage hyperglycemia in patients with type 2 diabetes mellitus,c25h28n8o2
d01051,pazopanib,pazopanib pazopanibum,small molecular drug,pazopanib is an antineoplastic agent used in the treatment of advanced renal cell cancer and advanced soft tissue sarcoma in patients with prior chemotherapy,c21h23n7o2s
d01052,selumetinib,selumetinib azd6244 arry142886 azd6244 arry142886 azd 6244 azd6244 6uh91i579u arry 142886 arry142886 azd6244 selumetinib azd6244selumetinib chebi90227 chembl1614701 mek inhibitors selumetinib azd6244 unii6uh91i579u,small molecular drug,selumetinib is a mek 12 inhibitor used in pediatric patients to treat neurofibromatosis type 1 nf1 accompanied by symptomatic inoperable plexiform neurofibromas pn,c17h15brclfn4o3
d01053,solriamfetol,jzp110 r2amino3phenylpropyl carbamate unii939u7c91ai 939u7c91ai 2r2amino3phenylpropyl carbamate solriamfetol usan adxn05 free base schembl2739637 ocarbamoyldphenylalaninol uctraobqfudcsrsecbinfhsan zinc34278783 r2amino3phenylpropyl carbamate benzenepropanol betaamino 1carbamate betar benzenepropanol betaamino carbamate ester r 178429624,not specified,solriamfetol marketed under the brand name sunosi by jazz pharmaceuticals in the united states is a dopamine and norepinephrine reuptake inhibitor dnri indicated in treating daytime sleepiness associated with narcolepsy or obstructive sleep apnealabel,c10h14n2o2
d01054,odanacatib,mk 0822 mk0822 mk0822a odanacatib usan,small molecular drug,odanacatib is an inhibiter of cathepsin k which was originally developed be merck  co as a new treatment for osteoporosis the drug made it to phase iii trials before abandoned due to increased stroke,c25h27f4n3o3s
d01055,odevixibat,501692440 unii2w150k0uuc 2w150k0uuc a4250 azd8294 501692440 free base odevixibat usan odevixibat usan arh064974 a4250 s2r2233dibutyl7methylthio11dioxido5phenyl2345tetrahydrobenzof125thiadiazepin8yloxyacetamido24hydroxyphenylacetamidobutanoic acid schembl946468 chembl4297588 bdbm77040 gtpl11194 azd8294 example 5 us9694018b1 who 10706 hy109120 unkdntyrabuoh iupac condensed name cs0078340 d11716 us9694018 5 2s22r233dibutyl7methylthio11dioxido5phenyl2345tetrahydro 125benzothiadiazepin8yloxyacetylamino24hydroxyphenylacetylaminobutanoic acid 2s22r2233dibutyl7methylsulfanyl11dioxo5phenyl24dihydro1lambda625benzothiadiazepin8yloxyacetylamino24hydroxyphenylacetylaminobutanoic acid butanoic acid 22r33dibutyl2345tetrahydro7methylthio11dioxido5phenyl125benzothiadiazepin8yloxyacetylamino4hydroxyphenylacetylamino 2s butanoic acid 22r2233dibutyl2345tetrahydro7methylthio11dioxido5phenyl125benzothiadiazepin8yloxyacetylamino24hydroxyphenylacetylamino 2s,small molecular drug,odevixibat is an ileal sodiumbile acid cotransporter inhibitor indicated in the treatment of pruritus in patients with progressive familial intrahepatic cholestasis,c37h48n4o8s2
d01056,aluminum hydroxide,aluminio hidrxido aluminium hydroxide aluminum hydroxide aluminum hydroxide dried dried aluminium hydroxide dried aluminum hydroxide gel,small molecular drug,aluminum hydroxide is an antacid used for the symptomatic relief of heartburn acid indigestion and sour stomach,alh3o3
d01057,apixaban,gg2 bms 56224701 bms562247 eliquis tn bms56224701 apixaban janusaninn bms56224701 apixaban ro1hpyrazolo34cpyridine3carboxylic acid amide 14methoxyphenyl7oxo642oxopiperidin1ylphenyl4567tetrahyd,small molecular drug,apixaban is an anticoagulant used for the prophylaxis of stroke and systemic embolism in nonvalvular atrial fibrillation and deep vein thrombosisdvt leading to pulmonary embolismpe including in patients after a hip or knee replacement surgery,c25h25n5o4
d01058,afatinib,afatinib tomtovok tovok bibw2992 tovok tn tovok bibw2992 2en43chloro4fluorophenylamino73stetrahydrofuran3yloxyquinazolin6yl4dimethylaminobut2enamide egfr inhibitor 2nd gens,small molecular drug,afatinib is an antineoplastic agent used for the treatment of locally advanced or metastatic nonsmall cell lung cancer nsclc with nonresistant egfr mutations or resistance to platinumbased chemotherapy,c24h25clfn5o3
d01059,tasimelteon,tasimelteon 609799226 hetlioz vec162 bms214778 vec 162 uniishs4pu80d9 bms 214778 shs4pu80d9 chebi79042 n1r2r223dihydro1benzofuran4ylcyclopropylmethylpropanamide tasimelteon usaninn tasimelteonum n1r2r223dihydro1benzofuran4ylcyclopropylmethylpropanamide n1r2r223dihydro1benzofuran4ylcyclopropylmethylpropanamide n1r2r223dihydro1benzofuran4ylcyclopropylmethylpropanamide hetlioz tn tasimelteon usaninn schembl3505912 gtpl7393,small molecular drug,tasimelteon is a melatonin receptor agonist used to treat non 24hour sleepwake disorder,c15h19no2
